state,period,year,unemployment_rate,qty_unemployed,qty_employed,labour_force
California,M04,2011,11.5,2108789,16204892,18313681
California,M03,2011,12.1,2215482,16138231,18353713
California,M02,2011,12.2,2243773,16082636,18326409
California,M01,2011,12.6,2301932,16005295,18307227
California,M12,2010,12.1,2212970,16116806,18329776
California,M11,2010,12.3,2268418,16118593,18387011
California,M10,2010,11.9,2188602,16160340,18348942
California,M09,2010,11.9,2197318,16196643,18393961
California,M08,2010,12.3,2271603,16171990,18443593
California,M07,2010,12.6,2316525,16115939,18432464
California,M06,2010,12.0,2206906,16123264,18330170
California,M05,2010,11.7,2140341,16178497,18318838
California,M04,2010,12.0,2201236,16156408,18357644
California,M03,2010,12.6,2312390,15970655,18283045
California,M02,2010,12.6,2300364,15931087,18231451
California,M01,2010,12.7,2315237,15863115,18178352
California,M12,2009,11.8,2134358,15940443,18074801
California,M11,2009,11.7,2127225,16047439,18174664
California,M10,2009,11.6,2114293,16049503,18163796
California,M09,2009,11.4,2079035,16080505,18159540
California,M08,2009,11.5,2105749,16149025,18254774
California,M07,2009,11.7,2142067,16185170,18327237
California,M06,2009,11.3,2060228,16206959,18267187
California,M05,2009,10.6,1931991,16260585,18192576
California,M04,2009,10.4,1900577,16300947,18201524
California,M03,2009,10.9,1991432,16257780,18249212
California,M02,2009,10.6,1935243,16339886,18275129
California,M01,2009,10.2,1868614,16372621,18241235
California,M12,2008,9.0,1642244,16629680,18271924
California,M11,2008,8.4,1541436,16748815,18290251
California,M10,2008,8.0,1461880,16863303,18325183
California,M09,2008,7.7,1397892,16873297,18271189
California,M08,2008,7.8,1419146,16873372,18292518
California,M07,2008,7.6,1397333,16908797,18306130
California,M06,2008,7.0,1273683,16922825,18196508
California,M05,2008,6.4,1163777,16932233,18096010
California,M04,2008,6.1,1103750,16936957,18040707
California,M03,2008,6.6,1185778,16865764,18051542
California,M02,2008,6.3,1138022,16854691,17992713
California,M01,2008,6.4,1158755,16844050,18002805
California,M12,2007,5.9,1056279,16957504,18013783
California,M11,2007,5.6,1011518,17020073,18031591
California,M10,2007,5.4,968525,16993192,17961717
California,M09,2007,5.3,958487,17003870,17962357
California,M08,2007,5.4,971032,16958142,17929174
California,M07,2007,5.7,1023914,16981299,18005213
California,M06,2007,5.3,940705,16958054,17898759
California,M05,2007,4.8,846097,16922244,17768341
California,M04,2007,5.0,895083,16863748,17758831
California,M03,2007,5.2,932960,16884325,17817285
California,M02,2007,5.4,956853,16839213,17796066
California,M01,2007,5.5,976429,16797415,17773844
California,M12,2006,4.7,835543,16973698,17809241
California,M11,2006,4.8,850156,16945533,17795689
California,M10,2006,4.5,790341,16962339,17752680
California,M09,2006,4.6,814937,16876453,17691390
California,M08,2006,4.9,871011,16864833,17735844
California,M07,2006,5.2,929434,16812330,17741764
California,M06,2006,4.9,859354,16787870,17647224
California,M05,2006,4.5,798279,16748686,17546965
California,M04,2006,4.9,851019,16686169,17537188
California,M03,2006,5.2,908219,16643163,17551382
California,M02,2006,5.3,936533,16616413,17552946
California,M01,2006,5.3,931417,16555574,17486991
California,M12,2005,4.9,866141,16684971,17551112
California,M11,2005,5.3,934144,16681350,17615494
California,M10,2005,5.0,885728,16744240,17629968
California,M09,2005,5.1,897067,16701783,17598850
California,M08,2005,5.1,901053,16722085,17623138
California,M07,2005,5.5,974062,16662897,17636959
California,M06,2005,5.4,940007,16592894,17532901
California,M05,2005,5.0,878044,16583947,17461991
California,M04,2005,5.3,933072,16520108,17453180
California,M03,2005,5.9,1022813,16404850,17427663
California,M02,2005,6.1,1067481,16378380,17445861
California,M01,2005,6.2,1069341,16314303,17383644
California,M12,2004,5.7,988415,16449459,17437874
California,M11,2004,5.9,1025909,16460854,17486763
California,M10,2004,5.7,996727,16455724,17452451
California,M09,2004,5.6,980739,16388117,17368856
California,M08,2004,5.9,1036235,16400705,17436940
California,M07,2004,6.4,1126663,16365070,17491733
California,M06,2004,6.4,1110874,16279135,17390009
California,M05,2004,5.9,1022495,16247363,17269858
California,M04,2004,6.3,1082702,16197061,17279763
California,M03,2004,7.0,1210036,16142848,17352884
California,M02,2004,6.7,1158806,16162682,17321488
California,M01,2004,7.0,1216022,16098932,17314954
California,M12,2003,6.2,1077323,16195161,17272484
California,M11,2003,6.7,1154660,16182020,17336680
California,M10,2003,6.5,1125283,16187108,17312391
California,M09,2003,6.5,1123298,16108756,17232054
California,M08,2003,6.8,1177265,16110724,17287989
California,M07,2003,7.1,1233181,16069631,17302812
California,M06,2003,7.2,1242949,16100550,17343499
California,M05,2003,6.4,1101497,16091934,17193431
California,M04,2003,6.7,1153757,16088544,17242301
California,M03,2003,7.1,1220814,16047704,17268518
California,M02,2003,7.1,1225139,16058718,17283857
California,M01,2003,7.3,1262170,15993228,17255398
California,M12,2002,6.7,1150804,16109678,17260482
California,M11,2002,6.8,1171647,16088557,17260204
California,M10,2002,6.4,1108613,16203736,17312349
California,M09,2002,6.3,1087708,16211501,17299209
California,M08,2002,6.7,1151628,16160352,17311980
California,M07,2002,6.9,1194605,16104603,17299208
California,M06,2002,6.7,1159420,16104987,17264407
California,M05,2002,6.2,1058144,16133926,17192070
California,M04,2002,6.6,1136828,16072940,17209768
California,M03,2002,6.9,1193760,16068994,17262754
California,M02,2002,6.8,1166825,16103273,17270098
California,M01,2002,7.0,1200966,15941676,17142642
California,M12,2001,6.1,1056823,16143866,17200689
California,M11,2001,6.2,1063627,16124108,17187735
California,M10,2001,5.8,1003763,16198966,17202729
California,M09,2001,5.5,934020,16198098,17132118
California,M08,2001,5.7,969392,16152246,17121638
California,M07,2001,5.5,946952,16229960,17176912
California,M06,2001,5.2,895164,16208083,17103247
California,M05,2001,4.6,782863,16230877,17013740
California,M04,2001,4.9,843091,16215760,17058851
California,M03,2001,5.3,907688,16255569,17163257
California,M02,2001,5.1,866086,16234695,17100781
California,M01,2001,5.3,899642,16179822,17079464
California,M12,2000,4.4,750933,16286486,17037419
California,M11,2000,4.7,799794,16184324,16984118
California,M10,2000,4.5,766227,16184317,16950544
California,M09,2000,4.6,780879,16107485,16888364
California,M08,2000,5.0,854563,16100302,16954865
California,M07,2000,5.3,893996,16039227,16933223
California,M06,2000,5.0,847653,16043536,16891189
California,M05,2000,4.8,800370,15969433,16769803
California,M04,2000,4.8,805179,15977142,16782321
California,M03,2000,5.4,911503,15894584,16806087
California,M02,2000,5.4,900935,15857868,16758803
California,M01,2000,5.4,903510,15753440,16656950
Virginia,M12,2016,3.8,160026,4077960,4237986
Virginia,M11,2016,3.8,159490,4089578,4249068
Virginia,M10,2016,4.0,170163,4087933,4258096
Virginia,M09,2016,4.2,177096,4074123,4251219
Virginia,M08,2016,4.3,183143,4067682,4250825
Virginia,M07,2016,4.2,180463,4103065,4283528
Virginia,M06,2016,4.2,178517,4080272,4258789
Virginia,M05,2016,3.7,158991,4081824,4240815
Virginia,M04,2016,3.6,152750,4073719,4226469
Virginia,M03,2016,4.0,170973,4066926,4237899
Virginia,M02,2016,4.1,174579,4036468,4211047
Virginia,M01,2016,4.2,175530,4003566,4179096
Virginia,M12,2015,3.9,161126,4011264,4172390
Virginia,M11,2015,3.9,162805,4009711,4172516
Virginia,M10,2015,4.0,168607,4012276,4180883
Virginia,M09,2015,4.1,172971,3996920,4169891
Virginia,M08,2015,4.4,183615,4018261,4201876
Virginia,M07,2015,4.6,194167,4058404,4252571
Virginia,M06,2015,4.7,198515,4050093,4248608
Virginia,M05,2015,4.7,199578,4064219,4263797
Virginia,M04,2015,4.3,180507,4052371,4232878
Virginia,M03,2015,4.8,202018,4021059,4223077
Virginia,M02,2015,5.0,211908,4002547,4214455
Virginia,M01,2015,5.2,218303,3993367,4211670
Virginia,M12,2014,4.6,193603,4002285,4195888
Virginia,M11,2014,4.7,199640,4017212,4216852
Virginia,M10,2014,4.8,203932,4035005,4238937
Virginia,M09,2014,5.1,214918,4011448,4226366
Virginia,M08,2014,5.6,235919,4011391,4247310
Virginia,M07,2014,5.6,238978,4059164,4298142
Virginia,M06,2014,5.4,231922,4055534,4287456
Virginia,M05,2014,5.3,226919,4055682,4282601
Virginia,M04,2014,4.8,204329,4049386,4253715
Virginia,M03,2014,5.6,237894,4034955,4272849
Virginia,M02,2014,5.7,241097,4000535,4241632
Virginia,M01,2014,5.7,238951,3984817,4223768
Virginia,M12,2013,5.1,215576,3990587,4206163
Virginia,M11,2013,5.3,221681,3997197,4218878
Virginia,M10,2013,5.7,239523,3973597,4213120
Virginia,M09,2013,5.6,236948,4000293,4237241
Virginia,M08,2013,5.8,246596,4000521,4247117
Virginia,M07,2013,5.9,254213,4038337,4292550
Virginia,M06,2013,6.1,260295,4020774,4281069
Virginia,M05,2013,5.7,242434,4025079,4267513
Virginia,M04,2013,5.3,222330,4010888,4233218
Virginia,M03,2013,5.7,239948,3979673,4219621
Virginia,M02,2013,6.0,254543,3957140,4211683
Virginia,M01,2013,6.4,269659,3940883,4210542
Virginia,M12,2012,5.6,237710,3971067,4208777
Virginia,M11,2012,5.4,228728,3980577,4209305
Virginia,M10,2012,5.6,238911,3999191,4238102
Virginia,M09,2012,5.8,244312,3976937,4221249
Virginia,M08,2012,6.2,262465,3948241,4210706
Virginia,M07,2012,6.4,274236,3984604,4258840
Virginia,M06,2012,6.4,271774,3984658,4256432
Virginia,M05,2012,6.0,256067,3987872,4243939
Virginia,M04,2012,5.6,237833,3974187,4212020
Virginia,M03,2012,6.2,263134,3961176,4224310
Virginia,M02,2012,6.6,276817,3933582,4210399
Virginia,M01,2012,6.6,278300,3913756,4192056
Virginia,M12,2011,6.2,263058,3947056,4210114
Virginia,M11,2011,6.1,257476,3962033,4219509
Virginia,M10,2011,6.4,271547,3958075,4229622
Virginia,M09,2011,6.7,284607,3945763,4230370
Virginia,M08,2011,6.9,292077,3940104,4232181
Virginia,M07,2011,6.7,285582,3958371,4243953
Virginia,M06,2011,6.9,290037,3938453,4228490
Virginia,M05,2011,6.4,270624,3950454,4221078
Virginia,M04,2011,6.2,258678,3944089,4202767
Virginia,M03,2011,6.6,275304,3920152,4195456
Virginia,M02,2011,6.9,286431,3881481,4167912
Virginia,M01,2011,7.1,294293,3865879,4160172
Virginia,M12,2010,6.7,276334,3878118,4154452
Virginia,M11,2010,6.7,280787,3879387,4160174
Virginia,M10,2010,6.6,275847,3886638,4162485
Virginia,M09,2010,6.8,284462,3889648,4174110
Virginia,M08,2010,7.1,298036,3886464,4184500
Virginia,M07,2010,7.1,299948,3905103,4205051
Virginia,M06,2010,7.2,300365,3885392,4185757
Virginia,M05,2010,7.1,296704,3888950,4185654
Virginia,M04,2010,7.0,290853,3886925,4177778
Virginia,M03,2010,7.7,317005,3808307,4125312
Virginia,M02,2010,7.9,324113,3769308,4093421
Virginia,M01,2010,7.9,322815,3760390,4083205
Virginia,M12,2009,7.2,293388,3765971,4059359
Virginia,M11,2009,6.8,278323,3808774,4087097
Virginia,M10,2009,6.8,279679,3806575,4086254
Virginia,M09,2009,6.9,280237,3808930,4089167
Virginia,M08,2009,6.9,284098,3841882,4125980
Virginia,M07,2009,6.8,284983,3892311,4177294
Virginia,M06,2009,7.0,290063,3873123,4163186
Virginia,M05,2009,6.7,276611,3871882,4148493
Virginia,M04,2009,6.2,256044,3879454,4135498
Virginia,M03,2009,6.6,270341,3850840,4121181
Virginia,M02,2009,6.4,265313,3848785,4114098
Virginia,M01,2009,6.1,248775,3861661,4110436
Virginia,M12,2008,4.9,200335,3920357,4120692
Virginia,M11,2008,4.3,178042,3959901,4137943
Virginia,M10,2008,4.0,167538,3986825,4154363
Virginia,M09,2008,4.0,166003,3973948,4139951
Virginia,M08,2008,4.2,173986,3982260,4156246
Virginia,M07,2008,4.1,170943,4030911,4201854
Virginia,M06,2008,4.0,166028,4008519,4174547
Virginia,M05,2008,3.7,153915,3993732,4147647
Virginia,M04,2008,3.2,131364,3993497,4124861
Virginia,M03,2008,3.6,148300,3955693,4103993
Virginia,M02,2008,3.6,148331,3919197,4067528
Virginia,M01,2008,3.7,151395,3920295,4071690
Virginia,M12,2007,3.3,132786,3923959,4056745
Virginia,M11,2007,3.0,120491,3945263,4065754
Virginia,M10,2007,2.9,119062,3928182,4047244
Virginia,M09,2007,3.0,121759,3920977,4042736
Virginia,M08,2007,3.1,125244,3913851,4039095
Virginia,M07,2007,3.1,126825,3964290,4091115
Virginia,M06,2007,3.1,125924,3938854,4064778
Virginia,M05,2007,2.8,114403,3915364,4029767
Virginia,M04,2007,2.7,107718,3898374,4006092
Virginia,M03,2007,2.9,118197,3899303,4017500
Virginia,M02,2007,3.2,128940,3862192,3991132
Virginia,M01,2007,3.3,131632,3858433,3990065
Virginia,M12,2006,2.8,110712,3894204,4004916
Virginia,M11,2006,2.8,112870,3888836,4001706
Virginia,M10,2006,2.7,110011,3890886,4000897
Virginia,M09,2006,3.1,123372,3861651,3985023
Virginia,M08,2006,3.3,130586,3874372,4004958
Virginia,M07,2006,3.3,132780,3902739,4035519
Virginia,M06,2006,3.3,130684,3881924,4012608
Virginia,M05,2006,3.1,121634,3855992,3977626
Virginia,M04,2006,2.9,115033,3837497,3952530
Virginia,M03,2006,3.2,124824,3821245,3946069
Virginia,M02,2006,3.4,133481,3785749,3919230
Virginia,M01,2006,3.3,130103,3772505,3902608
Virginia,M12,2005,3.1,120671,3788763,3909434
Virginia,M11,2005,3.3,127730,3787626,3915356
Virginia,M10,2005,3.2,126694,3801462,3928156
Virginia,M09,2005,3.5,138979,3779745,3918724
Virginia,M08,2005,3.5,139150,3799120,3938270
Virginia,M07,2005,3.6,144050,3822339,3966389
Virginia,M06,2005,3.8,150857,3783489,3934346
Virginia,M05,2005,3.6,142120,3765687,3907807
Virginia,M04,2005,3.5,135221,3745511,3880732
Virginia,M03,2005,3.8,145108,3701593,3846701
Virginia,M02,2005,4.0,153216,3664863,3818079
Virginia,M01,2005,3.9,149609,3650903,3800512
Virginia,M12,2004,3.5,133600,3674204,3807804
Virginia,M11,2004,3.4,131504,3680609,3812113
Virginia,M10,2004,3.4,128976,3673865,3802841
Virginia,M09,2004,3.5,130789,3647767,3778556
Virginia,M08,2004,3.8,144376,3666926,3811302
Virginia,M07,2004,4.0,152386,3701810,3854196
Virginia,M06,2004,4.2,158779,3663721,3822500
Virginia,M05,2004,3.8,145304,3644322,3789626
Virginia,M04,2004,3.6,136632,3636040,3772672
Virginia,M03,2004,4.2,157612,3616656,3774268
Virginia,M02,2004,4.2,156764,3603522,3760286
Virginia,M01,2004,4.3,163006,3593781,3756787
Virginia,M12,2003,3.6,136053,3610240,3746293
Virginia,M11,2003,3.7,140634,3615050,3755684
Virginia,M10,2003,3.7,137587,3609208,3746795
Virginia,M09,2003,4.0,147551,3581040,3728591
Virginia,M08,2003,4.1,154806,3598438,3753244
Virginia,M07,2003,4.3,164871,3628489,3793360
Virginia,M06,2003,4.5,171880,3620622,3792502
Virginia,M05,2003,4.1,152770,3605894,3758664
Virginia,M04,2003,3.9,147848,3605990,3753838
Virginia,M03,2003,4.3,161341,3588710,3750051
Virginia,M02,2003,4.5,166729,3570147,3736876
Virginia,M01,2003,4.6,171192,3557345,3728537
Virginia,M12,2002,4.0,150003,3568646,3718649
Virginia,M11,2002,4.0,149910,3564251,3714161
Virginia,M10,2002,3.8,142037,3597037,3739074
Virginia,M09,2002,3.9,146542,3598106,3744648
Virginia,M08,2002,4.3,161697,3591466,3753163
Virginia,M07,2002,4.3,162360,3612533,3774893
Virginia,M06,2002,4.4,165001,3590892,3755893
Virginia,M05,2002,4.2,156860,3582268,3739128
Virginia,M04,2002,4.2,154227,3558736,3712963
Virginia,M03,2002,4.4,161425,3548826,3710251
Virginia,M02,2002,4.5,166011,3537138,3703149
Virginia,M01,2002,4.6,166697,3484936,3651633
Virginia,M12,2001,3.9,143140,3522682,3665822
Virginia,M11,2001,3.9,141904,3516922,3658826
Virginia,M10,2001,3.8,137806,3530343,3668149
Virginia,M09,2001,3.6,130766,3530100,3660866
Virginia,M08,2001,3.6,131373,3526587,3657960
Virginia,M07,2001,3.3,121172,3599373,3720545
Virginia,M06,2001,3.2,119989,3576135,3696124
Virginia,M05,2001,2.8,103918,3569945,3673863
Virginia,M04,2001,2.6,96707,3567673,3664380
Virginia,M03,2001,2.8,104948,3578518,3683466
Virginia,M02,2001,2.7,98345,3553238,3651583
Virginia,M01,2001,2.6,95076,3544985,3640061
Virginia,M12,2000,1.8,66614,3573811,3640425
Virginia,M11,2000,1.8,65845,3543642,3609487
Virginia,M10,2000,1.8,65501,3535574,3601075
Virginia,M09,2000,2.1,75826,3505035,3580861
Virginia,M08,2000,2.4,85585,3517539,3603124
Virginia,M07,2000,2.4,86739,3549391,3636130
Virginia,M06,2000,2.4,88922,3543804,3632726
Virginia,M05,2000,2.4,85383,3514389,3599772
Virginia,M04,2000,2.1,74818,3531532,3606350
Virginia,M03,2000,2.6,94113,3509982,3604095
Virginia,M02,2000,2.9,102244,3483990,3586234
Virginia,M01,2000,2.9,103763,3465696,3569459
Vermont,M12,2016,2.8,9760,333991,343751
Vermont,M11,2016,2.9,10072,334311,344383
Vermont,M10,2016,2.5,8720,335790,344510
Vermont,M09,2016,3.2,11186,333480,344666
Vermont,M08,2016,3.1,10916,337795,348711
Vermont,M07,2016,3.4,11996,339349,351345
Vermont,M06,2016,3.4,12015,337860,349875
Vermont,M05,2016,3.0,10313,332237,342550
Vermont,M04,2016,3.4,11567,328905,340472
Vermont,M03,2016,3.6,12458,330886,343344
Vermont,M02,2016,3.6,12454,330281,342735
Vermont,M01,2016,4.0,13564,328795,342359
Vermont,M12,2015,3.0,10341,332360,342701
Vermont,M11,2015,3.2,10911,332808,343719
Vermont,M10,2015,2.8,9681,334292,343973
Vermont,M09,2015,3.5,12182,332046,344228
Vermont,M08,2015,3.4,11935,336216,348151
Vermont,M07,2015,3.7,12950,338063,351013
Vermont,M06,2015,3.7,12942,337793,350735
Vermont,M05,2015,3.3,11450,332605,344055
Vermont,M04,2015,3.7,12823,329362,342185
Vermont,M03,2015,4.0,13851,331323,345174
Vermont,M02,2015,4.1,14022,330733,344755
Vermont,M01,2015,4.4,15222,329862,345084
Vermont,M12,2014,3.5,12071,333164,345235
Vermont,M11,2014,3.6,12524,333705,346229
Vermont,M10,2014,3.2,11145,335432,346577
Vermont,M09,2014,3.9,13535,333298,346833
Vermont,M08,2014,3.8,13225,337890,351115
Vermont,M07,2014,4.0,14186,339238,353424
Vermont,M06,2014,4.0,14207,338560,352767
Vermont,M05,2014,3.7,12816,333306,346122
Vermont,M04,2014,4.2,14337,329921,344258
Vermont,M03,2014,4.4,15342,332443,347785
Vermont,M02,2014,4.4,15351,332146,347497
Vermont,M01,2014,4.7,16418,331315,347733
Vermont,M12,2013,3.8,13386,335368,348754
Vermont,M11,2013,4.0,13893,336102,349995
Vermont,M10,2013,3.6,12613,337459,350072
Vermont,M09,2013,4.3,14955,335407,350362
Vermont,M08,2013,4.2,14771,339503,354274
Vermont,M07,2013,4.5,15920,340360,356280
Vermont,M06,2013,4.6,16199,339757,355956
Vermont,M05,2013,4.2,14690,334610,349300
Vermont,M04,2013,4.7,16198,331848,348046
Vermont,M03,2013,4.9,17195,333772,350967
Vermont,M02,2013,4.9,17320,333028,350348
Vermont,M01,2013,5.3,18478,332240,350718
Vermont,M12,2012,4.4,15337,336498,351835
Vermont,M11,2012,4.4,15694,337108,352802
Vermont,M10,2012,4.1,14489,338776,353265
Vermont,M09,2012,4.8,16946,337183,354129
Vermont,M08,2012,4.8,17058,341235,358293
Vermont,M07,2012,5.0,18209,342505,360714
Vermont,M06,2012,5.1,18457,341515,359972
Vermont,M05,2012,4.8,16880,336117,352997
Vermont,M04,2012,5.2,18406,332478,350884
Vermont,M03,2012,5.5,19369,335145,354514
Vermont,M02,2012,5.5,19515,334859,354374
Vermont,M01,2012,5.8,20513,333984,354497
Vermont,M12,2011,4.8,17222,338279,355501
Vermont,M11,2011,5.0,17897,338602,356499
Vermont,M10,2011,4.8,17120,340240,357360
Vermont,M09,2011,5.2,18542,338483,357025
Vermont,M08,2011,5.0,18130,341851,359981
Vermont,M07,2011,5.3,19158,343175,362333
Vermont,M06,2011,5.3,19108,342533,361641
Vermont,M05,2011,5.3,19040,337243,356283
Vermont,M04,2011,6.0,21355,333639,354994
Vermont,M03,2011,6.2,22333,336305,358638
Vermont,M02,2011,6.2,22219,336099,358318
Vermont,M01,2011,6.6,23611,335111,358722
Vermont,M12,2010,5.7,20371,338323,358694
Vermont,M11,2010,5.7,20296,338191,358487
Vermont,M10,2010,5.1,18244,340523,358767
Vermont,M09,2010,5.6,19991,337729,357720
Vermont,M08,2010,5.6,20441,341629,362070
Vermont,M07,2010,5.9,21479,343235,364714
Vermont,M06,2010,6.1,22300,341138,363438
Vermont,M05,2010,5.9,21199,336033,357232
Vermont,M04,2010,6.6,23720,333235,356955
Vermont,M03,2010,7.0,25221,333982,359203
Vermont,M02,2010,6.9,24717,333414,358131
Vermont,M01,2010,7.0,24991,332421,357412
Vermont,M12,2009,6.1,21713,335968,357681
Vermont,M11,2009,6.0,21513,336076,357589
Vermont,M10,2009,5.5,19751,337966,357717
Vermont,M09,2009,6.0,21462,336007,357469
Vermont,M08,2009,6.2,22367,340228,362595
Vermont,M07,2009,6.6,23998,340743,364741
Vermont,M06,2009,6.9,25144,339889,365033
Vermont,M05,2009,6.8,24365,334700,359065
Vermont,M04,2009,7.5,26860,330914,357774
Vermont,M03,2009,7.6,27401,333192,360593
Vermont,M02,2009,7.1,25706,334001,359707
Vermont,M01,2009,6.8,24503,333563,358066
Vermont,M12,2008,5.3,19141,338675,357816
Vermont,M11,2008,4.9,17346,339385,356731
Vermont,M10,2008,4.1,14671,342088,356759
Vermont,M09,2008,4.5,15937,339562,355499
Vermont,M08,2008,4.3,15448,342900,358348
Vermont,M07,2008,4.4,15770,343473,359243
Vermont,M06,2008,4.5,16072,342175,358247
Vermont,M05,2008,4.2,14790,336423,351213
Vermont,M04,2008,5.0,17377,332597,349974
Vermont,M03,2008,5.1,18008,334077,352085
Vermont,M02,2008,4.9,17358,334110,351468
Vermont,M01,2008,5.0,17598,333811,351409
Vermont,M12,2007,3.9,13693,337975,351668
Vermont,M11,2007,3.8,13367,337777,351144
Vermont,M10,2007,3.4,11901,339755,351656
Vermont,M09,2007,3.8,13311,338417,351728
Vermont,M08,2007,3.7,13046,343014,356060
Vermont,M07,2007,3.8,13696,344732,358428
Vermont,M06,2007,3.9,14117,344329,358446
Vermont,M05,2007,3.7,12833,338489,351322
Vermont,M04,2007,4.4,15595,335139,350734
Vermont,M03,2007,4.6,16227,338226,354453
Vermont,M02,2007,4.5,16101,338430,354531
Vermont,M01,2007,4.6,16412,338275,354687
Vermont,M12,2006,3.5,12630,343589,356219
Vermont,M11,2006,3.5,12600,343869,356469
Vermont,M10,2006,3.1,11004,346676,357680
Vermont,M09,2006,3.5,12522,344494,357016
Vermont,M08,2006,3.5,12456,348581,361037
Vermont,M07,2006,3.6,12978,348960,361938
Vermont,M06,2006,3.7,13303,348307,361610
Vermont,M05,2006,3.3,11556,342208,353764
Vermont,M04,2006,3.8,13489,338701,352190
Vermont,M03,2006,4.2,14975,340798,355773
Vermont,M02,2006,4.2,14922,340662,355584
Vermont,M01,2006,4.3,15274,339533,354807
Vermont,M12,2005,3.2,11503,343396,354899
Vermont,M11,2005,3.2,11411,341786,353197
Vermont,M10,2005,2.9,10349,343236,353585
Vermont,M09,2005,3.2,11286,340598,351884
Vermont,M08,2005,3.2,11227,344193,355420
Vermont,M07,2005,3.3,11833,343782,355615
Vermont,M06,2005,3.4,12201,341529,353730
Vermont,M05,2005,3.1,10632,335518,346150
Vermont,M04,2005,3.8,12988,331804,344792
Vermont,M03,2005,4.1,14177,332839,347016
Vermont,M02,2005,4.1,14275,332472,346747
Vermont,M01,2005,4.2,14672,331484,346156
Vermont,M12,2004,3.3,11413,335438,346851
Vermont,M11,2004,3.3,11373,335406,346779
Vermont,M10,2004,2.8,9728,337992,347720
Vermont,M09,2004,3.2,11190,336199,347389
Vermont,M08,2004,3.2,11352,340423,351775
Vermont,M07,2004,3.4,12000,340998,352998
Vermont,M06,2004,3.6,12594,339351,351945
Vermont,M05,2004,3.4,11653,333271,344924
Vermont,M04,2004,4.1,14196,329578,343774
Vermont,M03,2004,4.5,15474,330775,346249
Vermont,M02,2004,4.5,15609,330367,345976
Vermont,M01,2004,4.8,16704,328995,345699
Vermont,M12,2003,3.8,13349,333892,347241
Vermont,M11,2003,3.9,13625,332925,346550
Vermont,M10,2003,3.4,11930,334873,346803
Vermont,M09,2003,4.1,14284,332210,346494
Vermont,M08,2003,3.8,13462,336268,349730
Vermont,M07,2003,4.1,14327,336308,350635
Vermont,M06,2003,4.2,14795,334980,349775
Vermont,M05,2003,4.0,13745,328482,342227
Vermont,M04,2003,4.8,16544,324636,341180
Vermont,M03,2003,5.0,17288,326470,343758
Vermont,M02,2003,5.0,17225,326684,343909
Vermont,M01,2003,5.1,17614,325731,343345
Vermont,M12,2002,4.0,13893,330232,344125
Vermont,M11,2002,4.1,13994,329724,343718
Vermont,M10,2002,3.4,11787,332483,344270
Vermont,M09,2002,3.8,12899,330556,343455
Vermont,M08,2002,3.8,13066,334573,347639
Vermont,M07,2002,3.8,13387,334997,348384
Vermont,M06,2002,3.9,13570,334172,347742
Vermont,M05,2002,3.6,12378,328002,340380
Vermont,M04,2002,4.2,14327,324605,338932
Vermont,M03,2002,4.5,15291,325518,340809
Vermont,M02,2002,4.4,14924,324905,339829
Vermont,M01,2002,4.4,15024,323354,338378
Vermont,M12,2001,3.4,11390,327472,338862
Vermont,M11,2001,3.5,11714,326952,338666
Vermont,M10,2001,2.8,9652,329139,338791
Vermont,M09,2001,3.1,10541,327097,337638
Vermont,M08,2001,3.1,10427,330974,341401
Vermont,M07,2001,3.2,10813,331400,342213
Vermont,M06,2001,3.3,11156,329733,340889
Vermont,M05,2001,3.0,10071,323393,333464
Vermont,M04,2001,3.6,11817,320299,332116
Vermont,M03,2001,3.7,12328,321557,333885
Vermont,M02,2001,3.6,12018,321670,333688
Vermont,M01,2001,3.7,12187,320982,333169
Vermont,M12,2000,2.6,8525,325068,333593
Vermont,M11,2000,2.8,9174,323164,332338
Vermont,M10,2000,2.3,7673,325392,333065
Vermont,M09,2000,2.7,8921,322992,331913
Vermont,M08,2000,2.6,8780,326859,335639
Vermont,M07,2000,2.7,9190,326915,336105
Vermont,M06,2000,2.8,9371,326250,335621
Vermont,M05,2000,2.5,8247,319995,328242
Vermont,M04,2000,3.0,9732,316609,326341
Vermont,M03,2000,3.1,10081,318881,328962
Vermont,M02,2000,3.2,10490,317662,328152
Vermont,M01,2000,3.4,11117,315756,326873
Utah,M12,2016,2.9,44456,1482764,1527220
Utah,M11,2016,2.7,40660,1486032,1526692
Utah,M10,2016,3.1,47409,1480462,1527871
Utah,M09,2016,3.0,46235,1475286,1521521
Utah,M08,2016,3.4,51814,1469700,1521514
Utah,M07,2016,3.6,54440,1470503,1524943
Utah,M06,2016,3.8,57738,1461777,1519515
Utah,M05,2016,3.4,50903,1453664,1504567
Utah,M04,2016,3.5,52210,1443728,1495938
Utah,M03,2016,3.8,57383,1437554,1494937
Utah,M02,2016,4.0,59836,1429856,1489692
Utah,M01,2016,3.9,58060,1425107,1483167
Utah,M12,2015,3.4,49669,1431562,1481231
Utah,M11,2015,3.1,46079,1433479,1479558
Utah,M10,2015,3.4,50352,1428691,1479043
Utah,M09,2015,3.3,48682,1421821,1470503
Utah,M08,2015,3.7,54724,1419560,1474284
Utah,M07,2015,3.9,57075,1420425,1477500
Utah,M06,2015,4.0,58843,1414561,1473404
Utah,M05,2015,3.6,53031,1408425,1461456
Utah,M04,2015,3.5,50006,1398882,1448888
Utah,M03,2015,3.8,55318,1395218,1450536
